author,thesis_title,class,paragraph,score_slowness,score_material,score_environmental_crisis,score_natural_world,score_equitable_design,score_stewardship,score_more_than_human
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"Users’ cognitions are reflected in their behaviors. Algorithms use those behaviors to provide a personalized service. This personalization builds a space that traps users into a singular perspective, refusing the different ideas and hindering dialogue. News feeds create a negative loop, wrapping users in their own bias. When considering the issue from the perspective of psychology, it becomes clear that users' confirmation bias influences their attitude to judge news and prevent them from needing to double check the truth. The type of content a user might read, encounter, or disseminate online is a reflection of that individual's core Echo beliefs, social values, and orientation. User’s experience an Chamber “an environment in which a person encounters only beliefs or opinions that coincide",0,0,0,0,55,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"45 Charles Taliaferro, http://www.askphilosophers.org/question/4316 46 Ibid.",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"25 with their own so that their existing views are reinforced and alternative ideas are Filter not considered.”47 The echo chamber can is often referred as Bubble: a term formulated by Eli Pariser, “a situation in which an Internet user encounters only information and opinions that conform to and reinforce their own beliefs, caused experience.”48 by algorithms that personalize an individual’s online",0,0,0,0,50,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"The architecture of online content manipulates users to receive content in an effective but monotonous way.49 When news is communicated in a vehement, direct and confirmative way, the receiver's sensitivity to authenticity is weakened. Stakeholders have contributed some effort to minimize fake content on the internet. Nowadays, technology companies, like Facebook and Google, have designed some products, collaborating with their users to control the source of fake news on their platform. Their claims to be fighting against misinformation. In “The Role of Emotion in the Dissemination of ‘Fake News’ Axel Bruns explains “Online (Mis)information may be assessed for its level of facticity, its intention misleading information created or disseminated without manipulative or 50 malicious intent.”",35,0,0,0,50,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"Huffington Post, “The Huffington Post ""Are Filter-bubbles Shrinking Our Minds?"" (the 47 Wayback Machine, 2016). Eli Pariser, https://www.lexico.com/en/definition/filter_bubble. 48 49 Cass Sunstein, “Republic: Divided Democracy in the Age of Social Media.” (Princeton University Press, 2017), ISBN-10: 0691175519. 50 “Joneralism, Fake news, and disinformation”(United Nations Educational, Scientific and Cultural Organization, 2018).",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"26 Architecture The idea of of serendipity can be used to ease this issue. Created by Jane Jacob, it describes a public space that can promote serendipity between people.51 different groups of This concept is relevant to the digital world, as it introduces a dissemination mechanism that is no longer governed by a data.52 recommendation system or Unique Visitors Users can break down their confirmation bias and escape the homogeneous group to embrace communication diversity. Additionally, users’ communication with each other plays an extensive role in breaking filter bubbles. In the process of discourse, deliberation, and debate, users’ decision-making would probably be reformed by other perspectives, becoming more rational, flexible, and open. Design is a central component to construct this change. The projects described above all aime to rebuild a dialogue between users on the Internet and combat disinformation. This thesis argues that to reduce fake news we should render the idea of truth as a big picture made of many pieces of a puzzle.",30,0,0,0,55,20,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"The Internet is a virtual public space. The intention to design the public space is to embrace the truth and diversity. In this public space dialogue is a powerful tool minimize polarization. to release users from their filter bubble and ideological During a discussion, participants have the opportunity to extend their perspectives if consideration and respect exist. Dialogue could happen on target",0,0,0,0,60,25,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"Cass Sunstein, “Republic: Divided Democracy in the Age of Social Media.” 51 FABC Web Standards Archived September 11, 2010. 52 27 immediately subjects or randomly selected users, and could take place or asynchronously. However, the more serendipity users will encounter, the less dense their filter bubbles would be. Truth is a multiple-ending narrative to be pieced together.",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"---.""Explained: What is Fake news? | Social Media and Filter Bubbles"". Webwise.ie. June 21, 2018. Retrieved March 25, 2019. Harari, Yuval Noah.“Cover of Sapiens: A Brief History of Humankind, Chapter ISBN two: THE TREE OF KNOWLEDGE.” 9780099590088. Hosanagar, Kartik (2016-11-25). ""Blame the Echo Chamber on Facebook. But Blame Yourself, Too"".Wired.com. Retrieved 2017-09-24.",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"Hunt, Elle ""What is fake news? How to spot it and what you can do to stop it"". The Guardian. Retrieved January 15, 2017. Brave Huxley, Aldous. New World: with the Essay ""Brave New World Revisited"". Harper Perennial, 2010. James, Meredith. “The Role of Ethics Online and Among Social Media Designers.” 2017. https://pdxscholar.library.pdx.edu/artdesign_fac/6/. Lapidot-Lefler, Noam; Barak, Azy (2012). ""Effects of anonymity, invisibility, and lack of eye-contact on toxic online disinhibition"". Computers in Human Behavior. 28 (2): 434–443. doi:10.1016/j.chb.2011.10.014. Liang, R. -H. (2012). Designing for unexpected encounters with digital products: Case studies of serendipity as felt experience. International Journal of Design, 6(1), 41-58.",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"29 Mahoney, Michael J.; DeMonbreun, B.G.”Analysis of Problem-Solving Bias"", Cognitive (1977), ""Psychology of the Scientist: AnTherapy and Research, 1 (3): 229–38, doi:10.1007/BF01186796. ""News Use Across Social Media Platforms 2016 | Pew Research Center"". May 26, 2016. Retrieved March 6, 2019. Amusing Postman, Neil. Ourselves to Death: Public Discourse in the Age of Showbusiness. Methuen, 2007. Shanteau, James (2003), Sandra L. Schneider (ed.), Emerging perspectives on judgment and decision research, Cambridge[u. a.]: Cambridge University Press. Sunstein, Cass. “Republic: Divided Democracy in the Age of Social Media.” Princeton University Press, 2017). ISBN-10: 0691175519.",0,0,0,0,0,0,0
Xinyue Nie,"Post-Truth Era, Polarization, and Discourse by Serendipity",des797,"Terry, Christopher, Jeff Cain (May 2016). ""The Emerging Issue of Digital Empathy"". American Journal of Pharmaceutical Education. 80 (4): 58. doi:10.5688/.",0,0,0,0,0,0,0
Tong Sha,The Disproportionate Influence Of Online Reviews,des797,"In an environment full of business promotion and Influencer economy, how does design affect on the online community to give each user the same influence and generate trusted user-content? How to deal with the disproportionate influence of internet users?",0,0,0,0,35,0,0
Tong Sha,The Disproportionate Influence Of Online Reviews,des797,"Today, more and more people rely on the review platform to help them make decisions. For example, when buying things, people often look at ratings and comments on Amazon; when they want to find a place to eat, people also check restaurant ratings on Yelp and Google Map; influencers' ""unboxing"" videos on Youtube and Instagram also have very high views. Studies have shown that online reviews may heavily influence people's decision-making. However, based on the study, reviews written by different users have different exposure rates, and the disproportionate influence provides fertile ground for internet marketing and fake reviews. On Yelp, users can sort reviews by “user voting” and “written by Yelp Elites”. In this case, compared to those long careful-edited reviews with high votings or written by higher-level members, a lot of common users’ reviews are often not seen and read. On social media platforms like Instagram and Youtube, influencers’ reviews have high exposure, but their product reviews usually are driven partly by interest. As the industry's default rule, Influencers’ product reviews are priced: promotion fees for an Instagramer are $100 per 10,000 followers. In this case, there is a grey area between real insights and paid advertisements. This allows online reviews to have exaggerated and fake parts, and they are not neutral and trusted anymore. Thus, how to keep those user-generated reviews truthful and trusted? How to minimize the impact of business promotion and internet marketing on reviews? These situations suggest common users need a new platform to write and read reviews, and it can help equalize the disproportionate influence among different users. Thus, there is no need to build a hierarchy system in the platform. It needs a justified algorithm to filter out business promotion as well as fake reviews.",0,0,0,0,45,0,0
